"...1","country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region","AreaName","Value","Count","Denominator","Time period","Age","Sex","Area Type","area_type"
259,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2018,15.099,9.115,27.776,85,93,98,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East","Reading",143.8711,30,20852,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
260,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2018,15.099,9.115,27.776,85,93,98,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East","Reading",82.7678,15,18123,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
261,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2019,14.309,9.451,25.478,73,38,77,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East","Reading",102.6299,40,38975,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
262,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2019,14.309,9.451,25.478,73,38,77,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East","Reading",143.8711,30,20852,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
263,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2019,14.309,9.451,25.478,73,38,77,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East","Reading",82.7678,15,18123,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
264,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2013,15.519,9.916,26.553,92,90,98,"Urban",178866,51.4530925,-0.94407525,1,"Reading","South East","Reading",102.6299,40,38975,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
265,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2013,15.519,9.916,26.553,92,90,98,"Urban",178866,51.4530925,-0.94407525,1,"Reading","South East","Reading",143.8711,30,20852,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
266,"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2013,15.519,9.916,26.553,92,90,98,"Urban",178866,51.4530925,-0.94407525,1,"Reading","South East","Reading",82.7678,15,18123,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
267,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2010,18.519,14.987,41.925,NA,92,86,NA,103886,53.48481,-2.334139,1,"Salford","North West","Salford",157.9904,100,63295,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
268,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2010,18.519,14.987,41.925,NA,92,86,NA,103886,53.48481,-2.334139,1,"Salford","North West","Salford",217.0076,75,34561,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
269,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2010,18.519,14.987,41.925,NA,92,86,NA,103886,53.48481,-2.334139,1,"Salford","North West","Salford",87.0049,25,28734,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
270,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2020,14.204,8.329,20.361,100,100,100,"Urban",262697,53.48481,-2.334139,1,"Salford","North West","Salford",157.9904,100,63295,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
271,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2020,14.204,8.329,20.361,100,100,100,"Urban",262697,53.48481,-2.334139,1,"Salford","North West","Salford",217.0076,75,34561,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
272,"United Kingdom of Great Britain and Northern Ireland","Salford/GBR",2020,14.204,8.329,20.361,100,100,100,"Urban",262697,53.48481,-2.334139,1,"Salford","North West","Salford",87.0049,25,28734,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
273,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2010,NA,NA,31.086,NA,NA,99,NA,329042,52.52062,-1.995556,1,"Sandwell","West Midlands","Sandwell",171.4754,155,90392,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
274,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2010,NA,NA,31.086,NA,NA,99,NA,329042,52.52062,-1.995556,1,"Sandwell","West Midlands","Sandwell",225.7628,105,46509,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
275,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2010,NA,NA,31.086,NA,NA,99,NA,329042,52.52062,-1.995556,1,"Sandwell","West Midlands","Sandwell",113.9393,50,43883,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
276,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2020,NA,NA,22.188,NA,NA,97,"Urban",329042,52.5053865,-1.9947525,1,"Sandwell","West Midlands","Sandwell",171.4754,155,90392,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
277,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2020,NA,NA,22.188,NA,NA,97,"Urban",329042,52.5053865,-1.9947525,1,"Sandwell","West Midlands","Sandwell",225.7628,105,46509,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
278,"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2020,NA,NA,22.188,NA,NA,97,"Urban",329042,52.5053865,-1.9947525,1,"Sandwell","West Midlands","Sandwell",113.9393,50,43883,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
279,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2010,21.702,15.724,37.065,NA,99,96,NA,730158,53.385935,-1.45401425,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
280,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2010,21.702,15.724,37.065,NA,99,96,NA,730158,53.385935,-1.45401425,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
281,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2010,21.702,15.724,37.065,NA,99,96,NA,730158,53.385935,-1.45401425,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
282,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2020,14.433,8.762,23.866,100,98,95,"Urban, Urban, Urban",730158,53.39805067,-1.44335,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
283,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2020,14.433,8.762,23.866,100,98,95,"Urban, Urban, Urban",730158,53.39805067,-1.44335,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
284,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2020,14.433,8.762,23.866,100,98,95,"Urban, Urban, Urban",730158,53.39805067,-1.44335,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
285,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2014,21.383,12.331,31.436,75,90,97,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
286,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2014,21.383,12.331,31.436,75,90,97,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
287,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2014,21.383,12.331,31.436,75,90,97,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
288,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2015,18.164,9.287,29.252,47,58,80,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
289,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2015,18.164,9.287,29.252,47,58,80,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
290,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2015,18.164,9.287,29.252,47,58,80,"Urban, Urban",730158,53.3946,-1.4371,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
291,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2016,17.636,9.504,31.908,92,94,79,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
292,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2016,17.636,9.504,31.908,92,94,79,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
293,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2016,17.636,9.504,31.908,92,94,79,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
294,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2017,16.095,11.058,28.967,96,56,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
295,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2017,16.095,11.058,28.967,96,56,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
296,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2017,16.095,11.058,28.967,96,56,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
297,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2018,15.993,12.771,28.986,97,93,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
298,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2018,15.993,12.771,28.986,97,93,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
299,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2018,15.993,12.771,28.986,97,93,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
300,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2019,14.917,12.493,30.159,97,95,86,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
301,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2019,14.917,12.493,30.159,97,95,86,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
302,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2019,14.917,12.493,30.159,97,95,86,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
303,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2013,20.584,12.926,33.271,37,37,59,"Urban, Urban, Urban",730158,53.39437,-1.43590975,1,"Sheffield","Yorkshire and The Humber","Sheffield",70.3188,85,120878,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
304,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2013,20.584,12.926,33.271,37,37,59,"Urban, Urban, Urban",730158,53.39437,-1.43590975,1,"Sheffield","Yorkshire and The Humber","Sheffield",88.3548,55,62249,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
305,"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2013,20.584,12.926,33.271,37,37,59,"Urban, Urban, Urban",730158,53.39437,-1.43590975,1,"Sheffield","Yorkshire and The Humber","Sheffield",51.1692,30,58629,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
306,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2010,17.754,13.292,36.016,NA,75,79,NA,228086,50.90814,-1.395778,1,"Southampton","South East","Southampton",94.3129,50,53015,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
307,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2010,17.754,13.292,36.016,NA,75,79,NA,228086,50.90814,-1.395778,1,"Southampton","South East","Southampton",89.5865,25,27906,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
308,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2010,17.754,13.292,36.016,NA,75,79,NA,228086,50.90814,-1.395778,1,"Southampton","South East","Southampton",99.5659,25,25109,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
309,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2020,16.147,8.993,24.821,95,99,89,"Urban, Urban",252872,50.9142025,-1.429631,1,"Southampton","South East","Southampton",94.3129,50,53015,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
310,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2020,16.147,8.993,24.821,95,99,89,"Urban, Urban",252872,50.9142025,-1.429631,1,"Southampton","South East","Southampton",89.5865,25,27906,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
311,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2020,16.147,8.993,24.821,95,99,89,"Urban, Urban",252872,50.9142025,-1.429631,1,"Southampton","South East","Southampton",99.5659,25,25109,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
312,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2014,20.931,14.672,31.639,97,96,96,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",94.3129,50,53015,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
313,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2014,20.931,14.672,31.639,97,96,96,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",89.5865,25,27906,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
314,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2014,20.931,14.672,31.639,97,96,96,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",99.5659,25,25109,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
315,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2015,16.451,9.96,31.961,90,89,93,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",94.3129,50,53015,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
316,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2015,16.451,9.96,31.961,90,89,93,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",89.5865,25,27906,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
317,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2015,16.451,9.96,31.961,90,89,93,"Urban",383736,50.9081,-1.3958,1,"Southampton","South East","Southampton",99.5659,25,25109,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
318,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2016,19.233,10.684,38.683,49,39,70,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East","Southampton",94.3129,50,53015,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
319,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2016,19.233,10.684,38.683,49,39,70,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East","Southampton",89.5865,25,27906,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
320,"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2016,19.233,10.684,38.683,49,39,70,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East","Southampton",99.5659,25,25109,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
